enrollment,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
15.0,212.0,2,3434,1,0,3,0,792,1,1
21.0,638.0,3,611,1,0,3,0,1179,1,1
28.0,365.0,3,890,6,1,3,0,790,4,1
330.0,1188.0,5,4052,5,1,6,1,1179,2,1
260.0,517.0,5,6660,6,1,3,1,1179,1,1
38.0,153.0,6,2912,6,1,3,0,1007,1,1
267.0,455.0,6,6979,6,1,3,0,841,0,1
48.0,828.0,3,634,6,1,6,0,385,2,1
48.0,158.0,1,3587,6,1,8,0,1131,4,1
42.0,701.0,3,4734,6,0,6,0,1179,1,1
84.0,153.0,3,1745,6,1,3,0,68,2,1
52.0,1369.0,2,2007,1,0,3,0,68,1,1
250.0,1582.0,5,4819,6,1,3,0,146,1,1
66.0,59.0,1,3592,6,1,3,0,1179,3,1
603.0,244.0,3,7730,6,1,3,0,208,0,1
28.0,1461.0,5,3344,6,1,4,0,1053,2,1
90.0,214.0,6,843,6,1,6,0,837,4,1
479.0,396.0,3,964,6,1,3,0,30,2,1
154.0,730.0,1,7355,1,1,3,0,1179,0,1
322.0,2253.0,4,1238,8,1,6,1,209,1,1
919.0,2223.0,5,3001,6,1,3,1,68,2,1
206.0,1931.0,4,7971,1,1,3,0,1179,2,1
92.0,851.0,4,6940,6,1,6,0,175,0,1
30.0,1065.0,1,7754,6,0,6,0,706,1,1
310.8711580908859,792.0,5,8675,6,1,6,0,1179,0,1
60.0,1461.0,3,7474,6,1,7,0,1179,2,1
30.0,1004.0,1,391,6,0,3,0,68,1,1
362.0,487.0,5,3984,6,0,3,0,1179,1,1
4.0,525.0,0,1333,6,1,6,0,208,2,1
62.0,241.0,3,7515,6,1,3,0,1179,2,1
89.0,1583.0,2,5507,6,0,3,0,1179,1,1
310.8711580908859,852.0,1,4643,6,0,3,0,208,1,1
24.0,579.0,1,7763,6,0,3,0,1179,1,1
235.0,1939.0,2,4976,1,0,3,0,533,1,1
1740.0,3287.0,5,6788,6,1,6,1,30,2,1
25.0,122.0,1,3544,6,0,3,0,913,1,1
444.0,992.4420741902379,5,4388,6,0,3,1,1179,1,1
448.0,2983.0,5,1238,6,1,6,1,1179,1,1
82.0,992.4420741902379,2,2220,8,1,6,0,1005,1,1
456.0,731.0,6,6523,1,1,3,0,449,1,1
252.0,592.0,3,636,6,1,3,0,68,3,1
45.0,669.0,3,7268,6,1,3,0,1179,4,1
46.0,1106.0,5,890,1,1,3,0,34,4,1
41.0,1766.0,3,6598,9,1,1,0,208,0,1
60.0,938.0,4,3621,6,1,5,0,1134,2,1
40.0,944.0,6,7930,6,1,3,0,1179,0,1
28.0,1096.0,5,5476,9,1,7,0,557,0,1
6.0,1218.0,1,5576,9,0,3,0,847,1,1
516.0,2131.0,5,7387,3,0,3,0,208,1,1
297.0,209.0,5,1202,6,1,3,0,1179,3,1
8.0,30.0,1,3544,6,1,3,0,208,0,1
55.0,120.0,3,3300,6,1,3,0,208,0,1
108.0,700.0,5,4480,6,1,3,0,1179,1,1
220.0,716.0,3,522,6,1,3,0,68,2,1
75.0,517.0,5,3621,3,0,3,0,1179,1,1
61.0,518.0,6,4685,6,1,3,0,1179,1,1
294.0,699.0,6,5971,6,1,6,0,1179,2,1
33.0,1325.0,6,7847,6,1,6,1,385,2,1
27.0,395.0,3,959,5,1,6,0,208,2,1
87.0,730.0,6,167,6,1,6,0,1179,1,1
98.0,1310.0,3,387,6,1,3,1,1179,1,1
311.0,670.0,5,4747,1,1,3,1,1179,1,1
68.0,992.4420741902379,5,654,6,0,3,0,1179,1,1
107.0,771.0,3,5810,6,1,3,0,665,4,1
24.0,295.0,1,8369,6,1,3,0,1179,4,1
25.0,1155.0,2,221,1,1,6,0,1179,1,1
321.0,992.4420741902379,5,6691,6,1,3,0,208,0,1
32.0,198.0,1,4011,6,1,3,2,1179,3,1
24.0,1127.0,3,2000,6,1,3,0,967,3,1
199.0,884.0,6,3984,6,1,3,0,1179,2,1
33.0,792.0,2,8571,6,1,3,0,286,4,1
36.0,426.0,2,3444,6,0,3,0,1179,1,1
40.0,335.0,0,7355,6,1,6,0,208,0,1
30.0,365.0,1,3544,5,1,6,0,1137,4,1
25.0,365.0,1,3217,6,1,6,2,578,2,1
61.0,3409.0,3,89,1,1,5,0,208,4,1
110.0,731.0,6,7304,8,1,3,0,233,3,1
52.0,61.0,1,3544,6,1,3,0,1179,1,1
302.0,457.0,3,862,6,1,3,0,1179,0,1
176.0,4960.0,5,6911,8,1,3,2,208,2,1
99.0,1248.0,3,597,6,1,6,0,30,2,1
90.0,181.0,3,3290,6,1,3,0,1179,2,1
300.0,91.0,6,7775,6,0,6,0,1179,3,1
241.0,2068.0,6,2012,6,1,6,0,1007,1,1
18.0,123.0,3,548,6,1,3,0,385,0,1
849.0,1066.0,5,3984,6,1,3,0,30,2,1
30.0,241.0,6,2443,6,1,6,0,250,2,1
31.0,2081.0,1,5821,6,1,6,0,288,2,1
37.0,2293.0,2,5727,1,1,5,0,385,3,1
102.0,396.0,5,2029,6,0,3,0,27,1,1
296.0,275.0,5,1198,6,1,3,0,1179,3,1
30.0,36.0,1,3544,6,1,3,0,587,1,1
272.0,356.0,5,2425,6,1,3,0,68,1,1
220.0,823.0,6,1799,6,1,3,0,1179,0,1
85.0,485.0,1,7921,6,1,3,0,385,0,1
104.0,3219.0,4,2000,6,1,7,0,1117,1,1
90.0,1673.0,6,7039,3,1,6,0,68,1,1
103.0,1445.0,2,2788,6,0,6,0,1179,1,1
48.0,426.0,1,7474,6,1,3,0,208,3,1
576.0,215.0,5,3650,6,1,3,0,30,0,1
60.0,1584.0,6,2178,3,1,6,0,1179,1,1
347.0,2307.0,5,7525,6,1,6,0,1179,4,1
28.0,2313.0,3,5385,6,0,6,0,1179,1,1
150.0,517.0,6,8703,6,1,6,1,129,4,1
146.0,3744.0,5,1001,6,1,5,0,68,1,1
320.0,335.0,5,253,6,1,3,0,30,0,1
2199.0,488.0,6,1758,8,1,6,0,837,3,1
310.8711580908859,992.4420741902379,2,8375,5,1,8,0,502,0,1
342.0,850.0,5,293,6,1,3,0,1179,2,1
140.0,518.0,5,7474,6,0,3,0,208,1,1
15.0,61.0,1,4200,6,1,3,0,587,1,1
31.0,2010.0,6,2399,6,1,3,0,706,4,1
120.0,1918.0,5,8369,0,1,6,0,385,1,1
338.0,517.0,3,2474,6,1,3,0,68,2,1
20.0,1918.0,3,2669,3,1,6,0,1179,1,1
50.0,488.0,6,687,6,1,6,1,912,2,1
70.0,405.0,0,8032,6,1,6,1,69,4,1
16.0,86.0,1,680,6,1,3,0,1179,1,1
18.0,1680.0,0,7474,6,1,6,0,705,2,1
3.0,1492.0,3,7350,6,1,6,0,34,2,1
232.0,851.0,5,8533,6,1,3,0,30,2,1
257.0,413.0,3,1827,6,1,3,0,208,2,1
63.0,151.0,1,2425,6,1,3,0,1179,0,1
36.0,456.0,1,6254,6,1,3,0,1179,1,1
94.0,4506.0,5,4640,6,1,3,0,1077,1,1
100.0,943.0,3,433,6,1,6,0,14,1,1
65.0,981.0,1,6193,6,0,3,0,1179,1,1
50.0,1191.0,6,8376,6,1,6,0,462,2,1
594.0,1645.0,5,1238,6,1,3,1,1179,1,1
494.0,578.0,6,3755,1,1,3,0,1179,3,1
60.0,1430.0,6,5567,6,1,0,0,1179,3,1
22.0,120.0,1,4240,1,1,5,0,742,2,1
520.0,608.0,3,4226,6,1,3,1,706,3,1
260.0,992.4420741902379,3,8602,6,1,3,0,1179,0,1
52.0,61.0,1,2682,6,1,3,2,1179,1,1
430.0,1425.0,5,5155,6,1,3,0,30,0,1
60.0,366.0,3,4361,6,1,6,1,1179,1,1
450.0,943.0,5,1475,6,1,3,0,1179,0,1
1101.0,219.0,5,6525,1,1,3,0,449,1,1
15.0,3501.0,1,6911,6,0,6,2,792,1,1
150.0,792.0,6,3722,1,1,3,0,747,1,1
301.0,1014.0,3,209,1,1,3,0,30,2,1
20.0,243.0,6,6587,9,1,6,0,1179,0,1
18.0,133.0,6,2596,6,1,6,0,537,4,1
12.0,62.0,1,3544,6,1,3,2,208,0,1
310.8711580908859,2252.0,5,703,6,1,5,0,1179,0,1
400.0,212.0,5,2544,1,1,3,0,1179,1,1
33.0,3197.0,3,5861,6,1,4,2,1179,2,1
10.0,456.0,6,1115,6,0,6,0,535,1,1
256.0,974.0,3,2470,6,1,3,0,30,0,1
140.0,1765.0,3,5685,6,1,3,0,208,1,1
13.0,701.0,3,1483,0,1,6,0,681,1,1
280.0,1606.0,6,3761,6,1,3,0,1179,0,1
313.0,1643.0,5,3621,0,1,6,0,1162,3,1
63.0,823.0,1,1238,6,1,3,1,1179,1,1
2001.0,6787.0,5,5041,9,1,5,0,1179,1,1
10.0,95.0,1,2443,1,1,6,0,318,2,1
48.0,273.0,1,3544,1,1,3,0,705,0,1
77.0,3230.0,1,6017,6,1,5,0,705,1,1
601.0,486.0,5,2632,6,1,3,0,706,2,1
40.0,151.0,6,1317,6,1,6,0,1179,1,1
12.0,851.0,1,1238,1,0,5,0,1134,1,1
31.0,1645.0,2,4639,6,0,3,0,747,1,1
19.0,974.0,6,940,6,1,6,2,1149,1,1
180.0,2191.0,2,5697,9,0,6,0,650,1,1
105.0,882.0,6,943,6,0,3,0,208,1,1
240.0,1798.0,4,624,6,1,5,0,68,2,1
146.0,1176.0,5,8126,1,1,3,0,30,0,1
98.0,309.0,3,4392,4,1,6,1,16,1,1
72.0,518.0,6,5206,6,1,6,0,1179,2,1
20.0,123.0,3,2373,6,1,3,0,1179,3,1
26.0,376.0,1,1615,1,1,3,0,1081,1,1
317.0,305.0,4,2632,6,1,3,0,706,2,1
57.0,1521.0,5,5648,6,1,6,0,533,3,1
24.0,1292.0,3,582,6,1,3,0,364,0,1
88.0,365.0,6,5811,6,1,3,0,810,3,1
304.0,2375.0,5,1400,6,1,7,0,705,1,1
395.0,700.0,5,2704,1,1,3,0,30,0,1
266.0,1065.0,5,1475,0,1,5,1,1179,4,1
331.0,2392.0,3,6759,0,1,8,1,837,3,1
74.0,92.0,1,3544,6,1,3,0,1179,1,1
8.0,1167.0,1,5553,1,0,6,0,1076,1,1
68.0,61.0,1,3592,6,1,3,0,587,0,1
31.0,2130.0,5,141,6,1,6,0,1179,0,1
1331.0,790.0,5,1728,6,1,3,0,30,1,1
73.0,92.0,3,4584,6,1,3,0,208,0,1
40.0,4383.0,3,6920,6,0,3,2,1077,1,1
20.0,151.0,6,3544,6,1,6,0,945,0,1
32.0,397.0,6,2466,6,1,3,0,1179,2,1
34.0,485.0,1,1728,6,1,3,0,1179,3,1
202.0,427.0,5,6945,1,1,3,0,1179,3,1
175.0,613.0,5,6263,1,1,3,0,1179,2,1
87.0,700.0,3,2124,6,1,3,1,1179,0,1
31.0,792.0,5,5186,5,1,6,0,1179,2,1
520.0,1979.0,5,2428,6,1,3,0,1179,2,1
263.0,335.0,5,2425,6,1,3,0,1179,1,1
123.0,61.0,4,8051,1,1,3,0,1179,3,1
25.0,95.0,3,7500,6,1,6,0,705,0,1
24.0,517.0,6,3984,6,1,3,1,385,1,1
770.0,946.0,5,6150,1,1,3,1,1179,1,1
844.0,245.0,6,6546,9,1,6,0,1179,1,1
20.0,61.0,6,3583,3,1,3,0,1179,0,1
126.0,914.0,4,3789,1,1,3,0,208,0,1
8682.0,1614.0,6,4924,6,1,7,0,1036,3,1
1600.0,516.0,5,890,6,1,3,0,114,1,1
163.0,1006.0,3,1247,6,1,3,1,1179,1,1
45.0,273.0,1,3544,6,1,3,0,201,0,1
139.0,639.0,3,519,6,1,6,0,385,2,1
40.0,1156.0,6,1014,6,1,6,0,208,1,1
6800.0,2786.0,4,4756,8,1,6,1,1179,1,1
346.0,1339.0,6,4924,6,1,6,0,1179,1,1
30.0,992.4420741902379,1,3544,6,1,3,2,1179,1,1
52.0,153.0,1,8376,6,1,3,0,68,4,1
22.0,1583.0,1,4282,5,0,5,1,208,1,1
15.0,153.0,1,7474,6,1,3,2,1179,0,1
2792.0,741.0,5,8487,6,1,3,0,30,0,1
257.0,1066.0,5,3763,6,1,3,0,1179,2,1
24.0,122.0,1,3583,6,0,3,0,781,1,1
621.0,546.0,3,4575,6,1,3,0,587,4,1
33.0,274.0,6,7346,6,0,6,0,68,1,1
46.0,607.0,6,4918,6,1,3,0,424,2,1
89.0,274.0,6,4051,6,1,3,0,881,0,1
28.0,232.0,1,3544,6,1,3,0,961,1,1
50.0,58.0,1,3587,6,1,3,0,1179,1,1
59.0,421.0,5,7626,6,1,3,0,208,4,1
60.0,31.0,1,3984,6,1,3,0,1179,1,1
24.0,1035.0,2,1703,0,1,5,0,810,3,1
44.0,1127.0,6,4913,6,1,3,0,208,2,1
60.0,877.0,6,1342,6,1,1,0,385,1,1
600.0,905.0,6,2443,6,1,3,0,34,1,1
54.0,992.4420741902379,3,6026,6,0,3,1,788,1,1
193.0,335.0,5,1256,1,1,3,0,1179,4,1
72.0,1341.0,1,428,6,1,3,0,208,1,1
12.0,641.0,1,3544,6,1,6,2,114,0,1
1260.0,1491.0,4,2429,6,1,3,0,30,0,1
345.0,485.0,5,1316,6,1,3,0,30,0,1
49.0,2565.0,1,3310,6,1,6,0,208,1,1
961.0,365.0,3,2315,6,1,3,0,30,0,1
24.0,92.0,1,1377,6,1,1,0,705,0,1
16.0,153.0,1,8395,6,0,3,0,706,1,1
11.0,515.0,1,4817,6,1,3,0,109,0,1
80.0,1553.0,3,6969,2,1,3,0,30,2,1
602.0,2315.0,5,1256,6,1,3,1,69,1,1
84.0,580.0,4,1479,6,1,7,2,1179,0,1
109.0,426.0,6,3984,6,0,3,0,1179,1,1
153.0,181.0,3,3332,6,1,3,0,1179,4,1
740.0,1435.0,4,4913,6,1,3,0,1179,0,1
12.0,183.0,0,1799,6,1,6,0,30,2,1
20.0,365.0,1,7787,1,1,3,2,1179,0,1
200.0,185.0,3,4393,6,1,6,1,1179,0,1
668.0,5844.0,5,5330,6,1,3,0,69,1,1
356.0,1035.0,3,6081,9,1,6,1,810,3,1
12.0,31.0,1,3544,6,1,3,0,841,1,1
25.0,1371.0,1,5511,6,0,6,0,331,1,1
82.0,2602.0,2,5392,6,0,3,0,208,1,1
80.0,1222.0,3,6076,6,1,6,0,792,2,1
342.0,700.0,5,2462,6,1,3,0,1149,0,1
53.0,243.0,1,2630,6,1,3,0,208,2,1
15.0,1157.0,4,512,6,1,3,0,208,1,1
252.0,365.0,6,720,6,1,3,0,30,4,1
72.0,150.0,3,890,6,1,3,0,286,0,1
43.0,212.0,5,7550,6,1,6,0,1179,2,1
38.0,1096.0,3,4653,6,1,3,1,331,2,1
11.0,1400.0,3,3518,6,0,5,0,1077,1,1
97.0,2191.0,6,3294,6,1,6,0,385,4,1
24.0,91.0,1,3544,6,1,3,0,810,1,1
110.0,760.0,6,722,6,1,6,0,1179,1,1
30.0,62.0,1,8376,6,1,3,0,587,1,1
160.0,1618.0,6,2451,6,1,6,0,1179,1,1
44.0,943.0,3,543,6,1,5,0,1030,2,1
80.0,275.0,5,5337,6,1,6,0,208,4,1
80.0,3283.0,3,3874,6,0,3,0,747,1,1
35.0,303.0,6,3424,6,0,6,0,133,1,1
14.0,334.0,2,3694,3,0,6,0,1179,1,1
600.0,915.0,5,6525,1,1,3,0,1179,1,1
100.0,640.0,5,1333,6,1,3,0,1179,0,1
25.0,1370.0,6,7668,6,1,6,0,1179,1,1
240.0,942.0,5,1844,6,1,3,0,69,0,1
10.0,56.0,1,3544,6,1,3,0,288,1,1
30.0,548.0,1,3763,6,1,5,0,30,0,1
6.0,638.0,1,6352,6,1,3,0,742,0,1
31.0,1126.0,1,599,6,0,3,0,208,1,1
120.0,151.0,6,680,6,1,6,0,1179,0,1
60.0,579.0,3,1935,6,1,6,0,1077,0,1
281.0,1369.0,6,3424,6,1,6,0,1179,1,1
200.0,699.0,3,2799,6,1,3,1,68,0,1
40.0,518.0,6,4470,3,1,6,0,1179,0,1
172.0,1369.0,5,4240,1,1,6,0,841,4,1
215.0,944.0,3,5337,6,1,3,0,68,4,1
388.0,457.0,5,7474,6,1,3,0,253,4,1
75.0,638.0,5,3444,6,1,6,0,133,1,1
160.0,334.0,3,2432,6,1,3,0,912,0,1
10.0,279.0,6,4869,6,1,6,0,810,0,1
6.0,308.0,1,391,6,0,3,0,1179,1,1
12.0,312.0,6,655,2,1,6,0,1179,1,1
16.0,153.0,1,3544,1,0,3,0,705,1,1
10.0,122.0,0,2747,3,1,6,0,1179,2,1
20.0,365.0,3,2668,6,0,3,0,385,1,1
39.0,936.0,3,1964,8,1,8,0,208,1,1
55.0,156.0,1,8230,8,1,6,0,587,1,1
249.0,550.0,4,2665,6,1,3,1,455,0,1
58.0,826.0,5,6093,6,1,3,1,810,1,1
966.0,1277.0,3,1427,6,1,6,0,175,0,1
16.0,120.0,1,3984,6,1,3,0,1179,4,1
200.0,549.0,5,6708,6,1,3,1,1179,1,1
316.0,455.0,6,2443,6,1,3,0,68,0,1
39.0,61.0,1,3022,6,1,6,2,1179,1,1
360.0,669.0,4,4924,6,1,6,0,1179,2,1
60.0,1735.0,5,923,6,0,6,0,1179,1,1
306.0,426.0,5,7322,6,1,3,0,1179,2,1
10.0,427.0,1,1927,6,1,5,0,1077,2,1
1000.0,1157.0,5,7619,6,1,3,0,1179,1,1
22.0,31.0,5,3263,6,1,3,0,1179,1,1
32.0,5691.0,3,7454,6,0,5,0,706,1,1
30.0,30.0,1,7474,6,1,3,2,1179,1,1
217.0,184.0,3,3294,6,1,3,0,208,0,1
104.0,457.0,5,1602,6,0,3,0,1179,1,1
612.0,456.0,5,1075,6,1,3,2,1179,2,1
75.0,273.0,3,6067,6,1,6,0,1179,2,1
132.0,365.0,4,4405,6,1,6,0,1179,2,1
208.0,702.0,5,1789,6,1,5,0,68,0,1
109.0,3532.0,3,1995,6,1,3,0,1179,2,1
73.0,1217.0,6,252,6,1,6,0,1179,1,1
24.0,30.0,1,3592,6,0,3,0,1077,1,1
16.0,817.0,3,1545,6,1,6,0,208,0,1
101.0,1066.0,3,1333,6,1,3,0,68,0,1
14.0,273.0,5,5456,6,1,6,0,1179,0,1
30.0,1919.0,6,209,6,1,6,0,1179,4,1
48.0,1124.0,1,613,6,1,3,0,1179,0,1
234.0,639.0,5,8107,6,1,3,0,69,2,1
120.0,245.0,6,8689,6,1,6,0,76,2,1
10.0,822.0,1,3424,6,0,6,2,133,1,1
33.0,820.0,2,4623,6,0,3,0,208,1,1
400.0,992.4420741902379,3,6034,6,1,3,0,1179,0,1
36.0,1095.0,6,5330,1,1,6,0,1179,0,1
750.0,1491.0,5,1415,6,1,3,0,69,1,1
16.0,273.0,2,7730,6,1,3,0,1021,3,1
391.0,546.0,5,935,6,1,3,0,1179,2,1
35.0,1483.0,2,8369,6,1,3,0,1179,1,1
194.0,497.0,5,6011,6,1,3,0,1179,2,1
76.0,1157.0,5,3621,3,1,3,0,530,1,1
140.0,35.0,6,4043,6,1,6,1,977,0,1
290.0,1417.0,5,5482,6,1,1,0,30,4,1
240.0,1061.0,5,3780,6,1,6,0,449,0,1
25.0,92.0,1,3544,6,1,3,0,1179,2,1
153.0,243.0,3,3951,6,1,3,0,837,2,1
200.0,992.4420741902379,5,4476,6,0,3,0,1179,1,1
182.0,1553.0,3,3306,6,1,3,0,1179,1,1
90.0,1764.0,5,6668,6,1,6,1,1179,0,1
253.0,245.0,5,4175,1,1,6,0,824,2,1
100.0,1278.0,4,207,6,1,7,0,1131,2,1
242.0,1005.0,3,2463,6,1,3,0,30,2,1
29.0,92.0,1,3544,6,1,3,1,1179,1,1
107.0,149.0,1,2597,6,1,3,0,208,0,1
70.0,731.0,5,65,9,0,6,1,1179,1,1
52.0,395.0,3,3763,6,1,3,0,208,1,1
48.0,457.0,3,2667,6,1,3,0,747,0,1
20.0,852.0,1,1522,9,1,5,0,881,1,1
119.0,2798.0,1,7248,6,1,3,0,208,1,1
30.0,275.0,3,5325,6,1,6,0,1179,0,1
214.0,1645.0,3,6116,6,1,3,0,30,1,1
56.0,731.0,5,4811,3,1,3,0,1179,1,1
171.0,1888.0,6,6535,6,1,6,1,1179,2,1
47.0,1973.0,3,4626,6,0,3,0,1179,1,1
78.0,153.0,1,7444,6,1,3,0,1162,2,1
120.0,273.0,2,6763,8,1,6,1,1179,1,1
20.0,640.0,0,8376,6,1,5,0,742,3,1
83.0,61.0,3,574,6,1,3,0,706,0,1
417.0,3010.0,3,1238,6,1,3,1,1131,1,1
350.0,1887.0,5,543,0,1,5,0,706,1,1
300.0,244.0,6,6979,6,1,3,0,1179,0,1
264.0,458.0,5,8216,6,1,3,0,385,0,1
46.0,550.0,3,1728,6,1,3,0,1179,1,1
90.0,395.0,6,3984,6,1,6,0,1179,0,1
20.0,549.0,1,7385,6,0,6,0,68,1,1
20.0,1425.0,1,666,6,0,3,0,208,1,1
35.0,455.0,2,1773,6,0,3,0,208,1,1
160.0,344.0,5,8490,5,1,6,1,1179,3,1
60.0,1186.0,3,5684,6,1,6,0,1012,1,1
15.0,306.0,2,3583,6,1,3,0,1020,3,1
66.0,2314.0,2,6782,6,0,5,1,288,1,1
136.0,761.0,6,1270,8,1,6,0,777,0,1
18.0,641.0,1,7949,6,0,3,0,1179,1,1
21.0,547.0,1,7474,6,1,6,0,1179,2,1
10.0,122.0,1,8368,6,1,3,0,208,3,1
30.0,396.0,6,7728,0,1,6,0,208,4,1
105.0,639.0,3,8700,6,1,3,1,30,2,1
81.0,371.0,0,1182,6,1,6,1,742,2,1
216.0,1278.0,5,2845,6,1,3,0,1179,2,1
345.0,215.0,6,4240,1,0,3,0,385,1,1
48.0,61.0,1,5985,6,1,6,0,1179,1,1
19.0,275.0,6,5811,6,0,3,0,1179,1,1
39.0,867.0,1,6802,1,1,3,0,1077,2,1
26.0,31.0,1,3592,6,0,3,2,1179,1,1
30.0,30.0,1,3592,6,1,3,2,1179,1,1
414.0,4932.0,5,8707,6,1,6,0,1179,1,1
501.0,5044.0,5,4827,6,1,5,0,1076,1,1
289.0,1857.0,3,4298,1,1,3,0,30,2,1
844.0,611.0,5,5895,6,1,3,0,30,1,1
134.0,122.0,5,8690,6,1,6,0,1179,0,1
156.0,2769.0,5,2390,0,1,5,0,881,2,1
76.0,992.4420741902379,6,1506,3,1,3,0,1077,1,1
180.0,2314.0,3,6145,6,1,5,0,288,0,1
75.0,1004.0,2,6651,6,1,6,0,1179,0,1
900.0,1158.0,5,5342,6,1,3,0,68,4,1
189.0,1308.0,3,6281,0,1,6,0,824,1,1
1600.0,200.0,6,4240,1,1,3,0,1179,4,1
40.0,701.0,1,8076,9,0,6,0,1179,1,1
350.0,561.0,5,2425,6,1,3,0,69,1,1
63.0,1400.0,1,7763,6,0,6,0,1179,1,1
470.0,2780.0,1,5511,1,0,3,0,1179,1,1
120.0,518.0,5,2443,6,1,6,0,1179,0,1
121.0,1340.0,5,7733,1,1,6,0,68,2,1
60.0,578.0,3,1115,6,1,4,0,208,2,1
500.0,1065.0,1,5811,0,1,6,0,1162,1,1
30.0,1581.0,6,5820,6,1,3,0,706,1,1
494.0,781.0,6,8376,6,1,3,0,55,1,1
60.0,730.0,3,4306,6,1,6,0,1179,2,1
126.0,1491.0,6,2178,9,1,6,0,1179,3,1
46.0,517.0,6,867,9,1,6,0,530,1,1
32.0,151.0,1,5811,6,1,3,2,1179,2,1
60.0,181.0,1,3544,6,1,3,2,1179,1,1
24.0,122.0,1,7264,6,0,3,0,1179,1,1
40.0,2497.0,3,5330,6,0,6,0,69,1,1
45.0,822.0,2,3139,6,1,3,1,742,2,1
358.0,1767.0,5,6755,0,1,6,0,1162,1,1
60.0,2129.0,3,412,6,0,3,0,1179,1,1
42.0,992.4420741902379,1,3544,6,1,3,0,1179,1,1
367.0,821.0,3,8178,6,1,3,0,1179,1,1
64.0,31.0,1,3544,6,1,3,0,781,1,1
655.0,1614.0,5,5041,6,1,3,0,30,1,1
14.0,2779.0,6,4219,6,1,6,0,1179,1,1
42.0,456.0,6,2178,6,1,6,0,1179,1,1
30.0,366.0,2,3424,1,1,6,0,1179,0,1
9.0,43.0,1,3587,6,0,6,0,1179,1,1
17.0,238.0,1,8376,6,1,3,0,1179,0,1
150.0,5297.0,6,221,6,0,6,0,1179,1,1
40.0,295.0,1,7474,6,1,3,0,208,4,1
340.0,607.0,3,671,9,1,6,0,1016,4,1
9.0,1004.0,3,1907,1,1,6,0,208,2,1
168.0,1765.0,5,1256,9,1,6,1,1179,1,1
33.0,2710.0,3,2215,8,1,6,0,1179,1,1
104.0,1551.0,3,6119,6,1,6,0,881,1,1
716.0,425.0,6,8425,6,1,6,1,1179,3,1
310.8711580908859,151.0,3,2497,6,1,3,0,881,1,1
404.0,1827.0,5,7728,6,1,6,1,1179,0,1
110.0,427.0,3,1991,9,1,6,0,1039,1,1
370.0,412.0,3,919,6,1,3,0,30,0,1
24.0,61.0,1,7355,6,0,3,0,1179,1,1
58.0,396.0,3,5637,6,1,3,0,30,2,1
105.0,1795.0,3,8000,0,1,5,0,792,3,1
44.0,1186.0,3,5573,6,1,3,0,208,4,1
100.0,4079.0,2,1256,10,0,6,1,747,1,1
141.0,761.0,5,5851,6,1,7,0,1053,4,1
75.0,1766.0,3,3305,6,1,6,0,1179,1,1
53.0,79.0,1,4913,6,1,8,0,146,1,1
50.0,731.0,6,5412,6,1,6,0,1179,0,1
88.0,882.0,4,7331,5,1,6,0,1179,2,1
56.0,1342.0,1,3592,6,1,6,0,440,2,1
57.0,89.0,5,2443,6,1,3,0,385,3,1
449.0,1011.0,5,7647,6,1,3,0,30,4,1
249.0,518.0,5,8587,6,1,3,1,514,0,1
106.0,2115.0,4,646,6,1,3,0,1179,0,1
37.0,549.0,6,7355,6,1,3,0,30,4,1
330.0,458.0,4,935,6,1,3,0,30,2,1
142.0,1442.0,5,2105,6,1,3,0,30,2,1
534.0,1249.0,6,257,6,1,6,0,34,1,1
65.0,153.0,3,923,6,1,3,0,1179,2,1
184.0,468.0,1,1904,1,1,3,0,587,4,1
24.0,117.0,1,3544,6,1,3,2,1179,0,1
30.0,212.0,6,6314,6,1,3,0,385,2,1
638.0,579.0,6,6303,6,1,6,0,1179,0,1
33.0,992.4420741902379,6,4014,6,0,3,0,1179,1,1
472.0,1011.0,5,3444,6,1,3,1,288,1,1
29.0,1765.0,3,5488,6,1,6,0,68,2,1
30.0,274.0,1,3544,6,1,6,0,1179,2,1
86.0,2100.0,1,391,6,0,3,0,913,1,1
95.0,1642.0,3,5609,6,1,6,1,742,1,1
26.0,273.0,6,1506,3,0,3,0,847,1,1
6.0,122.0,0,3550,6,1,6,0,68,1,1
28.0,1127.0,2,6026,6,0,3,1,1077,1,1
159.0,1308.0,3,398,6,1,3,0,1179,1,1
8000.0,153.0,6,4913,6,0,3,0,535,1,1
310.8711580908859,992.4420741902379,2,4956,1,0,3,0,1127,1,1
68.0,1553.0,2,5666,6,0,3,0,788,1,1
65.0,2222.0,6,8405,6,1,6,0,1179,1,1
4611.0,1126.0,6,4240,1,1,7,0,841,2,1
54.0,1733.0,1,1333,6,0,8,0,1179,1,1
400.0,122.0,6,2544,1,1,3,0,1179,3,1
3196.0,450.0,5,988,1,1,1,0,30,0,1
127.0,992.4420741902379,5,6950,6,0,3,0,1179,1,1
60.0,396.0,2,7736,6,1,6,2,706,0,1
3131.0,244.0,6,4924,9,1,6,0,1179,1,1
192.0,1918.0,6,4510,1,1,6,0,362,0,1
30.0,1006.0,2,1814,1,1,6,0,1179,2,1
500.0,304.0,5,7369,6,1,3,0,841,0,1
49.0,821.0,3,4854,6,0,3,0,69,1,1
623.0,992.4420741902379,5,5737,6,1,3,0,30,1,1
42.0,1247.0,3,6741,6,1,3,0,288,0,1
