enrollment,enrollment_type,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
60.0,ACTUAL,243.0,6,6335,6,1,7,0,450,3,1
846.0,ACTUAL,212.0,5,3999,1,0,3,0,1191,1,1
50.0,ACTUAL,303.0,6,6046,6,1,6,0,1191,2,1
20.0,ACTUAL,1246.0,1,265,6,2,6,0,1191,1,1
200.0,ESTIMATED,1522.0,5,1461,0,1,1,0,701,1,1
140.0,ACTUAL,122.0,5,2451,6,2,3,0,1191,1,1
253.0,ACTUAL,31.0,5,6976,6,0,3,0,208,1,1
300.0,,1076.9030855527424,4,6229,6,1,3,0,41,1,1
2000.0,,1076.9030855527424,6,7750,0,1,6,0,701,1,1
46.0,ACTUAL,319.0,3,309,8,1,6,0,208,3,1
100.0,ACTUAL,927.0,6,8151,3,1,6,1,1023,2,1
20.0,ACTUAL,1578.0,1,6415,6,0,6,0,1169,1,1
566.0,ACTUAL,61.0,6,4852,1,1,3,0,1191,4,1
90.0,ACTUAL,518.0,6,4340,9,1,6,0,1191,2,1
19.0,ACTUAL,1582.0,2,8272,6,2,3,0,684,1,1
31.0,ACTUAL,1616.0,5,9613,6,1,6,0,1191,0,1
39.0,ACTUAL,1278.0,3,5942,1,2,3,0,208,1,1
1453.0,ACTUAL,2132.0,5,22,6,1,7,0,1191,1,1
83.0,ACTUAL,1671.0,3,1719,6,1,6,0,37,3,1
36.0,ACTUAL,273.0,6,2517,9,0,6,0,1191,1,1
6.0,ACTUAL,4678.0,1,5538,6,2,3,0,1080,1,1
36.0,ACTUAL,1076.9030855527424,1,2102,6,1,3,0,208,1,1
40.0,ACTUAL,182.0,3,6565,6,1,6,0,1191,0,1
72.0,ACTUAL,943.0,6,670,6,2,3,0,782,1,1
34.0,ACTUAL,1236.0,1,9110,6,1,3,0,421,0,1
652.0,ACTUAL,883.0,5,4458,8,1,3,0,37,0,1
14.0,ACTUAL,486.0,4,9612,6,1,7,0,553,0,1
13.0,ACTUAL,853.0,3,4427,6,0,3,0,1080,1,1
150.0,ACTUAL,123.0,1,7227,6,1,3,0,1080,3,1
26.0,ACTUAL,1157.0,6,8752,6,1,6,0,1080,2,1
226.0,ACTUAL,1430.0,5,1113,6,1,3,0,778,2,1
26.0,ACTUAL,59.0,1,4056,6,0,3,2,1191,1,1
126.0,ACTUAL,1067.0,3,280,6,1,6,0,74,1,1
107.0,ACTUAL,1005.0,5,4297,1,0,3,0,1191,1,1
37.0,ACTUAL,1658.0,1,6125,6,0,3,0,235,1,1
48.0,ACTUAL,761.0,1,2708,1,1,5,0,701,2,1
68.0,ACTUAL,1369.0,2,3947,0,1,6,1,1191,1,1
43.0,ACTUAL,670.0,3,3453,8,1,6,0,720,4,1
520.0,ACTUAL,1005.0,5,1498,6,1,3,0,1191,0,1
64.0,ACTUAL,1076.9030855527424,6,3712,6,2,3,0,1191,1,1
85.0,ACTUAL,1491.0,3,2737,0,1,1,0,208,3,1
79.0,ACTUAL,2161.0,3,9623,6,1,6,0,208,4,1
8.0,ACTUAL,243.0,6,834,6,1,5,2,534,0,1
1020.0,ACTUAL,330.0,5,8481,1,1,3,0,1191,4,1
48.0,,1369.0,3,5833,6,0,3,0,283,1,1
47.0,ACTUAL,89.0,2,4092,6,1,3,0,1191,1,1
104.0,ACTUAL,59.0,1,7353,6,1,3,0,589,2,1
24.0,ACTUAL,105.0,1,4056,6,1,3,0,776,1,1
519.0,ACTUAL,1222.0,5,8441,6,1,3,0,28,2,1
81.0,ACTUAL,653.0,3,9892,6,1,8,0,178,4,1
44.0,ACTUAL,1126.0,1,584,6,1,3,0,1080,1,1
120.0,ACTUAL,122.0,6,834,6,1,6,0,441,0,1
258.1383630528429,ESTIMATED,1076.9030855527424,3,3894,9,0,6,0,1006,1,1
30.0,ACTUAL,31.0,4,7227,5,1,6,0,703,4,1
443.0,ACTUAL,684.0,3,4287,6,1,3,0,1191,1,1
52.0,ACTUAL,639.0,3,4682,6,0,3,0,283,1,1
12.0,ACTUAL,1098.0,2,7449,6,1,5,1,74,1,1
104.0,ACTUAL,1076.9030855527424,5,2784,6,0,3,0,1191,1,1
15.0,ACTUAL,4929.0,2,3536,9,2,5,0,701,1,1
200.0,ACTUAL,304.0,3,7691,0,1,6,0,1191,1,1
19.0,ACTUAL,425.0,1,3966,6,1,5,0,877,1,1
52.0,ACTUAL,1278.0,1,2102,6,1,3,0,74,1,1
178.0,ACTUAL,336.0,6,7227,6,1,6,0,1191,1,1
10.0,ACTUAL,1461.0,3,9479,9,1,7,0,1191,4,1
74.0,ACTUAL,213.0,2,7936,6,1,3,0,75,4,1
11.0,ACTUAL,1004.0,1,3410,6,2,3,0,1079,1,1
54.0,ACTUAL,2588.0,3,5917,6,0,3,0,208,1,1
200.0,ESTIMATED,1076.9030855527424,6,8353,6,0,3,0,1191,3,1
154.0,ACTUAL,181.0,6,3032,6,1,3,1,125,0,1
30.0,ACTUAL,427.0,3,1060,1,1,3,0,837,0,1
362.0,ACTUAL,5412.0,5,7883,6,1,6,2,1191,1,1
24.0,ACTUAL,123.0,1,4101,6,1,3,0,535,1,1
130.0,ACTUAL,730.0,3,7720,6,1,6,1,388,1,1
16.0,ACTUAL,7.0,1,7427,6,1,3,2,1191,2,1
460.0,ESTIMATED,1143.0,5,6129,6,1,3,0,141,1,1
27.0,ACTUAL,1543.0,6,3626,3,1,6,0,490,4,1
192.0,ACTUAL,2679.0,5,7555,6,1,1,0,208,4,1
271.0,ACTUAL,128.0,5,3991,6,1,3,1,1191,3,1
87.0,ACTUAL,1280.0,1,8882,6,0,3,0,74,1,1
105.0,ESTIMATED,1157.0,5,2811,8,1,6,0,1191,1,1
52.0,ACTUAL,72.0,1,4056,6,1,3,0,1191,1,1
167.0,ACTUAL,2086.0,1,2340,6,0,3,0,208,1,1
746.0,ACTUAL,986.0,5,4538,6,1,3,0,37,4,1
102.0,ACTUAL,1076.9030855527424,6,3149,1,2,6,0,1191,1,1
44.0,ACTUAL,1448.0,5,727,6,1,6,0,169,0,1
570.0,,851.0,4,2137,6,1,3,0,1191,0,1
1144.0,ACTUAL,243.0,6,7480,1,1,6,0,1191,1,1
97.0,ACTUAL,1076.9030855527424,3,7975,6,1,3,0,1191,0,1
32.0,ACTUAL,274.0,1,4350,6,0,5,0,589,1,1
39.0,ACTUAL,1614.0,3,2542,6,0,6,1,777,1,1
284.0,ACTUAL,1393.0,5,5604,6,1,3,0,151,3,1
276.0,ACTUAL,532.0,1,1173,6,1,5,0,537,0,1
44.0,ACTUAL,518.0,6,2109,6,2,3,0,733,1,1
207.0,ACTUAL,2800.0,5,6446,5,1,5,0,534,0,1
72.0,ACTUAL,61.0,6,2364,6,1,3,0,1149,3,1
12.0,ACTUAL,762.0,2,4247,1,0,6,0,1191,1,1
9.0,ACTUAL,577.0,1,323,1,2,5,0,208,1,1
500.0,ESTIMATED,275.0,5,2988,6,1,3,0,1191,0,1
278.0,ACTUAL,945.0,5,6496,6,1,3,0,74,2,1
30.0,ACTUAL,1065.0,5,1863,6,1,6,0,1191,1,1
48.0,ACTUAL,3565.0,1,280,6,0,3,0,28,1,1
229.0,ACTUAL,891.0,3,746,6,1,3,0,74,2,1
154.0,ACTUAL,1182.0,1,5639,6,1,5,0,701,1,1
39.0,ACTUAL,822.0,3,9951,1,2,3,0,75,1,1
203.0,ACTUAL,273.0,5,9613,6,1,3,0,510,2,1
80.0,,457.0,3,8858,6,0,3,0,74,1,1
38.0,ACTUAL,2993.0,1,547,6,1,3,0,1191,1,1
22.0,ACTUAL,642.0,0,685,6,1,6,0,1191,1,1
12.0,ACTUAL,1401.0,1,2517,6,0,3,0,702,1,1
455.0,ACTUAL,1787.0,5,6814,6,1,3,0,74,2,1
2.0,ACTUAL,516.0,6,3199,6,1,8,1,1191,0,1
142.0,ACTUAL,1339.0,3,4345,6,1,5,0,1080,2,1
749.0,ACTUAL,1800.0,5,6461,6,1,3,0,74,1,1
29.0,ACTUAL,5109.0,1,8872,6,2,5,0,731,1,1
291.0,ACTUAL,396.0,3,2774,6,1,3,0,208,0,1
217.0,ACTUAL,2008.0,3,7489,6,1,6,1,877,1,1
68.0,ACTUAL,730.0,3,4516,5,2,8,0,1191,4,1
53.0,ACTUAL,1645.0,2,4908,6,1,6,2,1151,0,1
3901.0,ACTUAL,457.0,3,9891,0,1,6,0,1191,1,1
24.0,ACTUAL,3348.0,1,6398,6,0,6,0,1079,1,1
30.0,ACTUAL,334.0,3,6129,1,1,3,0,1191,0,1
623.0,ACTUAL,426.0,5,6525,6,1,3,0,37,2,1
48.0,ACTUAL,2626.0,1,5473,6,0,6,0,388,1,1
202.0,ACTUAL,1370.0,3,7030,6,1,3,0,37,0,1
6.0,ACTUAL,791.0,1,6657,1,2,7,0,1191,1,1
24.0,ACTUAL,31.0,1,4056,6,1,3,0,1191,1,1
22.0,ACTUAL,1156.0,3,5999,1,1,6,0,702,2,1
14.0,ACTUAL,2205.0,1,7092,1,1,3,0,208,4,1
200.0,ESTIMATED,943.0,3,758,6,1,6,0,1191,1,1
157.0,ACTUAL,1076.9030855527424,5,7975,6,1,3,0,1191,0,1
258.1383630528429,ESTIMATED,547.0,5,821,6,2,3,0,1191,1,1
29.0,ACTUAL,2008.0,3,2857,6,0,3,0,388,1,1
40.0,ACTUAL,2863.0,3,5934,6,2,6,0,441,1,1
1617.0,ACTUAL,915.0,6,4560,6,1,3,0,1191,1,1
20.0,ESTIMATED,305.0,1,746,6,1,6,0,286,1,1
437.0,ACTUAL,304.0,5,4560,6,0,3,0,1191,1,1
72.0,ACTUAL,1552.0,1,491,6,2,6,0,1080,1,1
52.0,ACTUAL,1246.0,2,9572,1,0,3,0,151,1,1
91.0,ACTUAL,1307.0,5,6897,6,1,3,0,731,2,1
406.0,ACTUAL,1430.0,6,3848,6,1,6,0,1191,1,1
150.0,ACTUAL,181.0,6,9613,6,2,3,0,1191,1,1
67.0,ACTUAL,1256.0,3,8963,6,1,3,0,1191,1,1
201.0,ACTUAL,3020.0,5,4281,6,1,6,0,208,1,1
44.0,ACTUAL,92.0,3,8599,6,1,3,0,1191,0,1
40.0,ACTUAL,1034.0,6,9191,6,2,3,0,208,1,1
531.0,ACTUAL,731.0,5,630,6,0,3,0,1191,1,1
80.0,ACTUAL,546.0,3,239,6,1,3,0,109,2,1
21.0,ACTUAL,1642.0,6,3810,6,1,6,0,329,4,1
204.0,ACTUAL,609.0,6,1096,3,1,3,0,1191,3,1
1841.0,ACTUAL,1522.0,5,8314,1,1,3,0,74,2,1
69.0,ACTUAL,1076.9030855527424,3,2278,6,1,6,0,702,2,1
256.0,ACTUAL,392.0,3,2785,6,1,8,0,37,2,1
920.0,ACTUAL,1217.0,5,6137,6,1,3,0,1191,4,1
700.0,,1614.0,6,2668,6,1,7,0,41,0,1
274.0,ACTUAL,3622.0,3,1461,9,2,6,1,1191,1,1
693.0,ACTUAL,274.0,5,4560,6,1,3,0,1191,0,1
18.0,ACTUAL,149.0,1,4056,6,2,3,1,1191,1,1
14.0,ACTUAL,699.0,3,9974,3,1,1,0,877,1,1
84.0,ACTUAL,457.0,5,4245,1,1,3,0,1023,1,1
173.0,ACTUAL,335.0,3,2475,6,1,3,1,1191,1,1
6.0,ACTUAL,61.0,1,12,6,2,3,1,1169,1,1
8.0,ACTUAL,0.0,1,140,6,2,3,0,877,1,1
70.0,ACTUAL,822.0,6,2135,6,1,6,0,832,3,1
60.0,ACTUAL,699.0,2,2447,3,1,3,0,1191,1,1
22.0,ACTUAL,2196.0,1,9762,6,2,3,0,1191,1,1
60.0,ESTIMATED,1066.0,3,648,9,1,1,2,1139,0,1
62.0,ACTUAL,223.0,1,4056,6,1,3,0,1191,0,1
90.0,ESTIMATED,1157.0,1,3947,6,1,6,0,421,0,1
363.0,ACTUAL,433.0,5,4852,6,1,3,0,208,0,1
270.0,ACTUAL,1308.0,3,2568,5,1,6,0,1191,0,1
405.0,ACTUAL,426.0,5,8564,6,2,3,0,1191,1,1
30.0,ACTUAL,4504.0,3,6883,6,0,3,0,1080,1,1
44.0,ACTUAL,273.0,3,4562,8,1,6,1,906,4,1
24.0,ACTUAL,102.0,1,6750,6,1,3,0,1169,2,1
60.0,ACTUAL,123.0,6,2784,6,1,6,0,283,1,1
810.0,ACTUAL,607.0,5,6481,6,1,3,0,208,4,1
50.0,ESTIMATED,1076.9030855527424,3,4118,3,0,6,0,1191,1,1
141.0,ACTUAL,1315.0,6,6087,9,1,6,1,804,0,1
60.0,ESTIMATED,1035.0,3,4310,3,2,8,0,1191,1,1
30.0,ACTUAL,37.0,1,2768,6,1,3,2,1191,0,1
75.0,ACTUAL,397.0,1,4101,6,1,3,2,1191,4,1
640.0,,212.0,5,4538,6,1,3,0,37,1,1
24.0,ACTUAL,0.0,1,4056,6,2,3,0,1191,1,1
83.0,ACTUAL,547.0,3,1084,6,1,3,0,702,2,1
415.0,ACTUAL,2495.0,5,1875,9,1,7,1,1191,1,1
40.0,ACTUAL,1369.0,1,9576,1,1,6,0,1191,4,1
64.0,ACTUAL,432.0,3,8139,6,1,8,1,1191,0,1
20.0,ACTUAL,122.0,6,10009,8,1,8,0,1191,3,1
2.0,ACTUAL,78.0,1,4056,6,2,6,0,1079,1,1
73.0,ACTUAL,7419.0,3,4272,6,1,6,0,776,1,1
100.0,ACTUAL,2326.0,5,1777,6,2,3,0,1191,1,1
30.0,ACTUAL,3228.0,3,5728,6,2,6,0,702,1,1
46.0,ACTUAL,608.0,1,3028,6,1,3,0,1191,0,1
32.0,ACTUAL,184.0,5,9608,3,0,6,0,208,1,1
58.0,ACTUAL,153.0,1,4056,6,1,3,2,954,1,1
70.0,ACTUAL,151.0,6,3139,6,1,6,1,1191,0,1
20.0,ACTUAL,2405.0,6,755,6,1,6,0,208,1,1
154.0,ACTUAL,579.0,3,4361,1,1,3,0,37,2,1
358.0,ACTUAL,756.0,6,8452,6,1,3,0,399,0,1
20.0,ACTUAL,49.0,1,1827,6,1,3,0,1191,1,1
87.0,ACTUAL,762.0,3,1604,6,1,6,0,1191,2,1
15.0,ACTUAL,852.0,3,1141,6,2,6,0,837,1,1
20.0,ACTUAL,1065.0,3,9829,3,0,7,0,1191,3,1
36.0,ACTUAL,549.0,3,2109,6,1,6,1,1191,0,1
12.0,ACTUAL,1765.0,3,5972,6,2,6,0,837,1,1
128.0,ACTUAL,1157.0,5,5014,6,1,3,0,1191,0,1
36.0,,1076.9030855527424,1,3947,6,2,3,0,701,0,1
20.0,ACTUAL,1370.0,2,6769,6,1,5,0,701,4,1
81.0,ACTUAL,365.0,1,1612,6,1,3,0,208,1,1
6.0,ACTUAL,31.0,1,4098,6,0,3,2,1191,1,1
203.0,ACTUAL,2322.0,3,6129,9,1,4,0,208,1,1
240.0,ESTIMATED,700.0,1,5428,9,1,6,0,775,3,1
122.0,ACTUAL,2345.0,3,2318,1,1,6,0,1191,0,1
72.0,ACTUAL,181.0,5,1060,6,1,3,0,1191,4,1
24.0,ACTUAL,61.0,1,4056,6,0,3,0,805,1,1
260.0,,793.0,3,2089,6,1,3,0,877,1,1
48.0,ACTUAL,950.0,1,3945,1,1,8,0,702,0,1
389.0,ACTUAL,1096.0,6,4628,9,1,3,0,1191,3,1
258.1383630528429,ESTIMATED,1766.0,3,5269,6,2,5,0,534,1,1
258.1383630528429,ESTIMATED,397.0,5,2785,6,1,3,0,1191,0,1
644.0,ACTUAL,1076.9030855527424,5,5624,6,1,3,0,37,2,1
51.0,ACTUAL,2610.0,3,5473,6,1,5,0,1080,0,1
1307.0,ACTUAL,61.0,1,9549,6,1,3,0,1191,4,1
14.0,ESTIMATED,518.0,2,3645,1,2,6,0,1093,1,1
12.0,ACTUAL,30.0,1,4101,3,1,3,0,1191,1,1
80.0,ACTUAL,367.0,6,2517,6,1,6,0,1191,0,1
200.0,,1550.0,3,9745,6,1,3,1,388,0,1
21.0,ACTUAL,2191.0,5,7100,6,1,6,0,1191,1,1
114.0,ACTUAL,2402.0,3,6398,10,1,6,0,208,1,1
90.0,ACTUAL,580.0,5,3496,6,1,6,1,1191,3,1
193.0,ACTUAL,1627.0,5,6684,6,1,6,0,731,4,1
10.0,ACTUAL,2557.0,3,8882,6,1,6,0,1191,1,1
570.0,ESTIMATED,1461.0,5,2340,6,1,6,0,1191,1,1
35.0,ACTUAL,1076.9030855527424,1,4056,6,0,3,0,1191,1,1
53.0,ACTUAL,488.0,6,6530,6,2,3,0,1191,1,1
130.0,ACTUAL,120.0,3,4852,6,1,3,0,1191,2,1
51.0,ACTUAL,609.0,5,5321,6,1,3,0,804,2,1
389.0,ACTUAL,2708.0,3,2528,6,1,5,0,804,4,1
650.0,ACTUAL,1010.0,5,8441,1,1,3,0,37,2,1
90.0,ACTUAL,608.0,4,7646,6,1,6,0,82,2,1
72.0,ACTUAL,1076.9030855527424,3,2785,6,1,3,0,1191,0,1
50.0,ESTIMATED,1370.0,6,4432,6,1,6,0,837,4,1
50.0,ESTIMATED,61.0,1,4056,5,1,6,0,567,2,1
941.0,ACTUAL,273.0,6,2990,8,2,3,0,1191,1,1
147.0,ACTUAL,1249.0,4,3449,8,1,3,0,74,3,1
60.0,ACTUAL,214.0,6,9225,6,1,6,0,1191,2,1
36.0,ACTUAL,1102.0,6,4930,6,1,6,0,1191,2,1
20.0,ACTUAL,92.0,1,4056,6,1,6,2,998,3,1
24.0,ACTUAL,1372.0,1,4032,6,0,3,0,283,1,1
66.0,ACTUAL,1673.0,3,1993,6,2,3,2,388,1,1
33.0,ACTUAL,1155.0,3,7030,6,2,6,0,460,1,1
39.0,ESTIMATED,2191.0,3,6398,6,2,3,0,187,1,1
24.0,ACTUAL,214.0,3,119,6,1,3,0,1191,3,1
2018.0,ACTUAL,275.0,6,7402,0,2,6,0,74,1,1
40.0,ACTUAL,181.0,3,6854,6,1,3,0,388,4,1
46.0,ACTUAL,2835.0,2,6530,6,2,3,0,769,1,1
150.0,ACTUAL,456.0,6,6843,6,1,6,0,1191,2,1
500.0,ACTUAL,853.0,6,1590,6,1,6,1,570,3,1
66.0,ACTUAL,1533.0,3,2100,6,2,3,0,1191,1,1
393.0,ACTUAL,275.0,5,5999,6,1,3,1,1191,0,1
27.0,ACTUAL,609.0,1,2785,6,1,3,0,286,1,1
19.0,ACTUAL,61.0,5,2618,6,2,3,0,529,1,1
161.0,ACTUAL,914.0,3,9612,6,1,6,0,208,3,1
76.0,ACTUAL,1704.0,1,6165,5,1,6,0,537,0,1
117.0,ACTUAL,2037.0,1,3947,1,1,5,0,37,2,1
160.0,ACTUAL,397.0,3,6606,6,1,3,0,75,0,1
599.0,ACTUAL,225.0,3,4852,1,1,3,0,369,4,1
202.0,ACTUAL,1096.0,3,9743,0,1,6,0,782,3,1
150.0,ACTUAL,1400.0,3,5473,6,1,3,0,74,1,1
69.0,ACTUAL,264.0,5,6303,3,1,3,0,411,4,1
349.0,ACTUAL,611.0,5,2697,6,1,3,0,1191,0,1
100.0,ACTUAL,461.0,6,9643,6,1,3,0,1191,1,1
102.0,ACTUAL,335.0,1,1326,6,1,3,0,1191,0,1
24.0,ACTUAL,92.0,1,4337,6,1,3,0,396,1,1
135.0,ACTUAL,1036.0,6,1775,6,1,6,0,178,0,1
419.0,ACTUAL,943.0,3,6137,6,1,3,0,37,0,1
745.0,ACTUAL,3197.0,4,6309,5,1,5,0,37,4,1
24.0,ACTUAL,212.0,1,8441,6,0,3,0,388,1,1
30.0,ACTUAL,4495.0,3,2882,6,1,6,0,1080,1,1
26.0,ACTUAL,1110.0,3,4480,6,2,5,0,208,1,1
370.0,ACTUAL,1704.0,5,5517,6,1,3,0,37,1,1
8.0,,393.0,6,4518,6,0,3,0,421,1,1
70.0,ACTUAL,1430.0,3,4032,8,1,6,0,1191,1,1
44.0,ACTUAL,2161.0,6,749,6,1,5,0,782,2,1
20.0,ACTUAL,1698.0,0,3786,1,2,6,0,74,1,1
764.0,ACTUAL,639.0,5,2785,6,1,3,0,776,1,1
434.0,ACTUAL,313.0,5,140,6,1,3,0,388,0,1
196.0,ACTUAL,1363.0,6,1502,6,1,6,0,1191,2,1
40.0,,1076.9030855527424,1,2580,6,2,3,0,208,0,1
12.0,ESTIMATED,1704.0,1,5780,1,2,6,0,782,1,1
41.0,ACTUAL,2167.0,3,2549,6,1,6,0,701,2,1
31.0,ACTUAL,6389.0,3,5565,1,2,5,0,701,1,1
20.0,ACTUAL,1187.0,3,4848,6,2,6,0,1191,1,1
821.0,ACTUAL,1310.0,6,2556,3,1,6,0,787,1,1
460.0,ACTUAL,1289.0,5,3645,6,1,3,0,74,4,1
40.0,ACTUAL,671.0,1,2467,6,1,3,0,1079,2,1
54.0,ACTUAL,223.0,1,2738,6,1,3,2,1191,0,1
2672.0,ACTUAL,7660.0,5,1461,6,1,5,1,208,1,1
400.0,ESTIMATED,577.0,5,9181,6,1,3,0,1191,4,1
6.0,ACTUAL,511.0,1,1041,6,0,6,0,1191,1,1
300.0,ACTUAL,275.0,6,9446,6,0,3,0,151,1,1
24.0,ACTUAL,1076.9030855527424,1,4056,6,2,3,0,1191,1,1
15.0,ACTUAL,823.0,1,1442,1,2,8,0,1191,1,1
134.0,ACTUAL,570.0,5,4567,6,1,3,0,1191,0,1
465.0,ACTUAL,2953.0,3,8441,6,1,3,0,1191,0,1
36.0,ESTIMATED,1461.0,6,1113,6,1,6,0,935,2,1
131.0,ACTUAL,610.0,5,4287,6,1,3,0,1191,0,1
44.0,ACTUAL,1553.0,3,4111,8,0,5,0,208,1,1
210.0,ACTUAL,234.0,3,3248,8,1,3,0,74,2,1
42.0,ACTUAL,749.0,3,9134,6,1,1,0,208,2,1
4.0,ACTUAL,696.0,3,7454,6,2,6,0,1191,1,1
44.0,ACTUAL,947.0,6,841,6,1,6,0,821,2,1
10.0,ACTUAL,1293.0,1,5498,6,2,6,0,877,1,1
32.0,ACTUAL,92.0,1,4101,6,1,3,2,1191,1,1
110.0,ACTUAL,700.0,5,2427,6,1,3,0,1191,0,1
9.0,ACTUAL,731.0,0,7885,6,2,6,2,701,1,1
66.0,ACTUAL,546.0,1,5644,1,1,6,0,1191,0,1
10.0,ACTUAL,122.0,0,3141,3,1,6,0,1191,2,1
424.0,ACTUAL,2283.0,5,6547,6,1,3,0,778,1,1
376.0,ACTUAL,638.0,5,6562,6,1,3,0,1191,1,1
28.0,ACTUAL,578.0,1,4101,6,1,3,0,589,4,1
20.0,ACTUAL,761.0,6,7092,6,1,3,0,1080,2,1
60.0,ACTUAL,2862.0,5,7074,6,0,6,0,954,1,1
330.0,ESTIMATED,1096.0,3,2093,0,1,6,0,231,0,1
43.0,ACTUAL,1918.0,3,1341,6,2,3,0,208,1,1
14.0,ACTUAL,608.0,1,1792,6,0,3,0,28,1,1
60.0,ESTIMATED,518.0,2,857,6,1,6,0,1191,2,1
20.0,ACTUAL,606.0,4,8615,6,2,6,0,782,1,1
109.0,ACTUAL,3647.0,3,3536,6,1,3,0,208,0,1
10.0,ACTUAL,1308.0,3,1539,6,1,6,0,1191,1,1
22.0,ACTUAL,1157.0,3,5538,6,2,6,0,1080,1,1
115.0,ACTUAL,426.0,5,2180,3,0,3,0,1191,1,1
730.0,ACTUAL,1977.0,3,5942,6,2,3,0,1191,1,1
543.0,ACTUAL,365.0,3,9857,6,1,3,0,777,0,1
300.0,ACTUAL,914.0,3,225,6,1,5,0,323,0,1
50.0,ACTUAL,1087.0,6,8359,6,1,3,0,782,1,1
52.0,ACTUAL,1112.0,6,3729,6,1,6,0,1191,1,1
90.0,ACTUAL,1277.0,6,9643,6,2,6,0,1191,1,1
150.0,ACTUAL,151.0,6,8486,1,0,3,0,1191,1,1
16.0,ACTUAL,335.0,6,4281,1,1,6,0,252,1,1
37.0,ACTUAL,669.0,5,4560,6,2,3,0,328,1,1
40.0,ACTUAL,275.0,3,7646,6,1,3,1,208,0,1
44.0,ACTUAL,75.0,1,9633,6,1,3,0,1191,0,1
54.0,ACTUAL,3308.0,3,1405,9,2,6,0,1191,1,1
11.0,ACTUAL,1280.0,6,3714,6,2,3,0,208,1,1
907.0,ACTUAL,213.0,5,5801,1,1,3,0,74,2,1
53.0,ACTUAL,935.0,6,8009,6,2,6,0,1135,1,1
30.0,ACTUAL,1308.0,1,1641,6,0,3,0,773,1,1
258.1383630528429,ESTIMATED,519.0,2,2046,6,1,3,0,208,0,1
15.0,ACTUAL,976.0,6,5842,6,1,6,0,1079,0,1
40.0,ESTIMATED,150.0,1,4560,3,1,6,0,733,1,1
218.0,ACTUAL,212.0,5,4560,6,1,3,0,1191,0,1
26.0,ACTUAL,1400.0,3,4032,6,2,6,0,782,1,1
77.0,ACTUAL,820.0,3,6509,6,1,6,0,1191,1,1
20.0,ACTUAL,511.0,3,4361,6,1,3,0,1191,0,1
168.0,ACTUAL,281.0,5,2618,6,1,3,0,37,4,1
800.0,,1523.0,1,1963,0,1,6,0,782,1,1
10.0,ACTUAL,30.0,1,4056,3,1,3,1,74,3,1
10.0,ACTUAL,2253.0,3,8670,1,2,1,0,208,1,1
14.0,ACTUAL,577.0,6,8804,8,1,6,0,178,0,1
56.0,ACTUAL,456.0,1,1060,6,1,3,0,778,0,1
400.0,ESTIMATED,1076.9030855527424,5,3034,9,1,6,0,1191,0,1
30.0,ESTIMATED,1126.0,5,5742,6,2,6,1,1191,1,1
1.0,ACTUAL,1096.0,1,2997,1,2,8,2,589,1,1
30.0,ACTUAL,604.0,3,5846,6,1,6,0,388,0,1
70.0,ACTUAL,233.0,6,100,6,1,6,1,877,1,1
43.0,ACTUAL,1058.0,3,5681,6,2,3,0,841,1,1
20.0,ACTUAL,1096.0,3,7774,6,2,6,0,388,1,1
217.0,ACTUAL,1553.0,2,2727,8,1,5,0,208,3,1
575.0,,518.0,5,943,6,1,3,0,74,0,1
25.0,ACTUAL,884.0,2,9155,3,1,7,0,1191,3,1
190.0,ACTUAL,243.0,0,2785,3,1,6,0,208,1,1
322.0,ACTUAL,183.0,5,4056,6,1,3,0,1191,3,1
37.0,ACTUAL,153.0,3,3937,6,1,3,0,37,0,1
273.0,ACTUAL,1979.0,2,6509,6,2,3,0,1191,1,1
48.0,ACTUAL,912.0,3,3945,6,0,3,0,1191,1,1
449.0,ACTUAL,609.0,5,9797,1,1,3,0,1191,2,1
84.0,ESTIMATED,456.0,1,8556,6,1,3,0,1191,0,1
40.0,ACTUAL,186.0,1,4268,6,2,3,0,388,1,1
8.0,ACTUAL,1076.9030855527424,1,1701,6,2,3,0,1191,1,1
3600.0,,1035.0,5,2447,6,1,3,0,37,0,1
437.0,ACTUAL,1917.0,5,6558,6,1,3,0,1191,1,1
134.0,ACTUAL,1217.0,4,9996,8,1,8,0,1191,2,1
14.0,ACTUAL,542.0,5,8441,6,2,3,0,1191,1,1
44.0,ACTUAL,1249.0,6,3947,6,1,6,0,804,2,1
820.0,ACTUAL,731.0,5,6309,6,1,3,0,1191,1,1
74.0,ACTUAL,243.0,6,4093,3,0,4,0,208,1,1
19.0,ACTUAL,791.0,1,8874,6,0,3,0,1191,1,1
30.0,ACTUAL,1612.0,3,281,6,2,3,0,1191,1,1
189.0,ACTUAL,699.0,3,2708,1,1,3,0,592,3,1
64.0,ACTUAL,1076.9030855527424,5,8836,8,2,5,0,1080,1,1
49.0,ACTUAL,917.0,3,2183,6,1,3,0,967,2,1
36.0,ACTUAL,517.0,3,779,6,2,8,0,74,1,1
174.0,ACTUAL,3596.0,1,1967,6,2,6,0,74,1,1
46.0,ACTUAL,1035.0,3,2102,6,1,3,0,1080,1,1
55.0,ACTUAL,1517.0,3,3248,6,2,3,0,208,1,1
30.0,,5327.0,3,275,6,0,6,0,702,1,1
82.0,ACTUAL,944.0,5,1461,0,1,6,1,832,0,1
